0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
The Bourne Identity,2002,PG-13,14 Jun 2002,119 min,"Action, Mystery, Thriller",Doug Liman,"Tony Gilroy, William Blake Herron, Robert Ludlum","Franka Potente, Matt Damon, Chris Cooper","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.","English, French, German, Dutch, Italian, Yoruba","Czech Republic, Germany, United States",3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BYTk1ZTcyMWMtMWUxYS00MmEzLTlmODYtOTk1MGRjOTg1ZjlmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.8,"594,307",tt0258463,movie,N/A,"$121,661,683",N/A,N/A,True
Last Vegas,2013,PG-13,01 Nov 2013,105 min,Comedy,Jon Turteltaub,Dan Fogelman,"Robert De Niro, Michael Douglas, Morgan Freeman","Billy, Paddy, Archie and Sam have been best friends since childhood. When Billy proposes to his much-younger girlfriend, they go to Vegas to relive their glory days. However, the decades have changed Sin City and tested their frie...",English,United States,4 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTQ2ODg2MTIyNF5BMl5BanBnXkFtZTgwMzU2NjgwMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.6,"138,677",tt1204975,movie,N/A,"$63,914,167",N/A,N/A,True
For Your Eyes Only,1981,PG,26 Jun 1981,127 min,"Action, Adventure, Thriller",John Glen,"Richard Maibaum, Michael G. Wilson, Ian Fleming","Roger Moore, Carole Bouquet, Topol",Secret service agent James Bond is assigned to find a missing British vessel equipped with a weapons encryption device and prevent it from falling into enemy hands.,"English, Greek, Italian, Spanish","United Kingdom, United States",Nominated for 1 Oscar. 2 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMjFiYTczNzktZmNiYi00ZGVmLTk4YjUtYzZmYTAwYjU4YTgxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.7,"111,715",tt0082398,movie,N/A,"$54,812,802",N/A,N/A,True
Serendipity,2001,PG-13,05 Oct 2001,90 min,"Comedy, Romance",Peter Chelsom,Marc Klein,"John Cusack, Kate Beckinsale, Jeremy Piven","A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.","English, French",United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BYTQzMjE3YTAtYzc2MC00OTk4LTg0NTYtYzg3YzQ2ZTM3ODY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.8,"125,420",tt0240890,movie,N/A,"$50,294,317",N/A,N/A,True
Timecop,1994,R,16 Sep 1994,99 min,"Action, Crime, Sci-Fi",Peter Hyams,"Mark Verheiden, Mike Richardson","Jean-Claude Van Damme, Mia Sara, Ron Silver","Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",English,"Japan, United States",1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMDdkOWRjYzktYTA3Ny00YWFkLWFkYTItNTE5ZDk2MDQxMjI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.9,"66,624",tt0111438,movie,N/A,"$44,853,581",N/A,N/A,True
Zoolander,2001,R,28 Sep 2001,90 min,Comedy,Ben Stiller,"Drake Sather, Ben Stiller, John Hamburg","Ben Stiller, Owen Wilson, Christine Taylor","At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.",English,"Germany, United States, Australia",1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BODI4NDY2NDM5M15BMl5BanBnXkFtZTgwNzEwOTMxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.5,"305,828",tt0196229,movie,N/A,"$45,172,250",N/A,N/A,True
Safe Haven,2013,PG-13,14 Feb 2013,115 min,"Drama, Romance, Thriller",Lasse Hallström,"Dana Stevens, Gage Lansky, Nicholas Sparks","Julianne Hough, Josh Duhamel, Cobie Smulders","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.","English, Portuguese",United States,3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.7,"118,722",tt1702439,movie,N/A,"$71,349,120",N/A,N/A,True
Hocus Pocus,1993,PG,16 Jul 1993,96 min,"Comedy, Family, Fantasy",Kenny Ortega,"David Kirschner, Mick Garris, Neil Cuthbert","Bette Midler, Sarah Jessica Parker, Kathy Najimy","A teenage boy named Max and his little sister move to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.","English, French",United States,2 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BYWRhOThjM2UtNmRhMi00YzFiLWI4MDYtOGQwNGY0ZjFlOGFkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.9,"164,309",tt0107120,movie,N/A,"$46,194,549",N/A,N/A,True
No Reservations,2007,PG,27 Jul 2007,104 min,"Comedy, Drama, Romance",Scott Hicks,"Carol Fuchs, Sandra Nettelbeck","Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin",The life of a top chef changes when she becomes the guardian of her young niece.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTI1NzQ5MzU1OV5BMl5BanBnXkFtZTcwNzExODU0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.3,"80,834",tt0481141,movie,N/A,"$43,107,979",N/A,N/A,True
Kick-Ass,2010,R,16 Apr 2010,117 min,"Action, Comedy, Crime",Matthew Vaughn,"Jane Goldman, Matthew Vaughn, Mark Millar","Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",English,"United Kingdom, United States",19 wins & 63 nominations total,https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.6,"608,378",tt1250777,movie,N/A,"$48,071,303",N/A,N/A,True
30 Minutes or Less,2011,R,12 Aug 2011,83 min,"Action, Comedy, Crime",Ruben Fleischer,"Michael Diliberti, Matthew Sullivan","Jesse Eisenberg, Danny McBride, Nick Swardson","Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...","English, German, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTM5NjM0ODY1NF5BMl5BanBnXkFtZTcwMjk5NjI0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.0,"108,227",tt1622547,movie,N/A,"$37,053,924",N/A,N/A,True
Dracula 2000,2000,R,22 Dec 2000,99 min,"Action, Fantasy, Horror",Patrick Lussier,"Joel Soisson, Patrick Lussier","Gerard Butler, Justine Waddell, Jonny Lee Miller",Dracula slakes his blood thirst and renews his search for love in New Orleans.,English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BYmY1YjVjNDctZDc3NC00YmM0LWE2ZGItZjE1ODk0ZWNiY2E5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,4.9,"37,735",tt0219653,movie,20 Mar 2001,"$33,022,767",Miramax,N/A,True
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,PG,10 Oct 2014,81 min,"Comedy, Drama, Family",Miguel Arteta,"Rob Lieber, Judith Viorst","Steve Carell, Jennifer Garner, Ed Oxenbould","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all fi...",English,"United States, Australia",1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BOTgxMDMxMTY5OV5BMl5BanBnXkFtZTgwMjY1NzYzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.2,"47,341",tt1698641,movie,N/A,"$66,954,149",N/A,N/A,True
Pride,2014,R,12 Sep 2014,119 min,"Biography, Comedy, Drama",Matthew Warchus,Stephen Beresford,"Bill Nighy, Imelda Staunton, Dominic West",U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,"English, Welsh","United Kingdom, France, United States",Won 1 BAFTA Award10 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2OTcyOTE3MF5BMl5BanBnXkFtZTgwNTg5Mjc1MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.8,"63,548",tt3169706,movie,N/A,"$1,446,634",N/A,N/A,True
Blade Runner,1982,R,25 Jun 1982,117 min,"Action, Drama, Sci-Fi",Ridley Scott,"Hampton Fancher, David Webb Peoples, Philip K. Dick","Harrison Ford, Rutger Hauer, Sean Young",A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"English, German, Cantonese, Japanese, Hungarian, Arabic, Korean","United States, United Kingdom",Nominated for 2 Oscars. 13 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,8.1,"853,389",tt0083658,movie,N/A,"$32,914,489",N/A,N/A,True
Rob Roy,1995,R,14 Apr 1995,139 min,"Adventure, Biography, Drama",Michael Caton-Jones,Alan Sharp,"Liam Neeson, Jessica Lange, John Hurt","In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",English,"United Kingdom, United States",Nominated for 1 Oscar. 2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BYzU2NzcxMjgtNDdjYi00MDRiLTg4ZWEtNDAzODNlYzEyN2NhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.9,"47,158",tt0114287,movie,N/A,"$31,596,911",N/A,N/A,True
3 Days to Kill,2014,PG-13,21 Feb 2014,117 min,"Action, Drama, Thriller",McG,"Adi Hasak, Luc Besson","Kevin Costner, Hailee Steinfeld, Connie Nielsen",A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,"English, French, German, Serbian","United States, France",N/A,https://m.media-amazon.com/images/M/MV5BMzM0MjE0Nzg1N15BMl5BanBnXkFtZTgwODA4ODE4MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.2,"99,356",tt2172934,movie,N/A,"$30,697,999",N/A,N/A,True
We Own the Night,2007,R,12 Oct 2007,117 min,"Action, Crime, Drama",James Gray,James Gray,"Joaquin Phoenix, Mark Wahlberg, Eva Mendes",A New York City nightclub manager tries to save his brother and father from Russian Mafia hitmen.,"English, Russian, Spanish",United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTY0MTQ5OTcyNF5BMl5BanBnXkFtZTcwMDE0NzUzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.8,"94,224",tt0498399,movie,N/A,"$28,563,179",N/A,N/A,True
Lost Souls,2000,R,13 Oct 2000,97 min,"Drama, Horror, Thriller",Janusz Kaminski,"Pierce Gardner, Betsy Stahl","Winona Ryder, Ben Chaplin, Sarah Wynter","A Catholic teacher meets an atheist journalist, whom a group of Catholics and Priests believes has been chosen by the devil to be the Antichrist.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BNTlhNTQ1ZmQtMmNlOS00YzJkLTg5YTYtYzQzN2RlYmEzNjE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",16,4.8,"11,518",tt0160484,movie,N/A,"$16,815,253",N/A,N/A,True
Winged Migration,2001,G,29 Aug 2003,89 min,Documentary,"Jacques Perrin, Jacques Cluzaud, Michel Debats","Jacques Perrin, Stéphane Durand, Jean Dorst","Jacques Perrin, Philippe Labro","Documentary on the migratory patterns of birds, shot over the course of three years on all seven continents.","English, French","France, Germany, Switzerland, Spain, Italy",Nominated for 1 Oscar. 5 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTkwOTg5MTI5N15BMl5BanBnXkFtZTYwNTQ3Njk5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.9,"12,487",tt0301727,movie,N/A,"$11,689,053",N/A,N/A,True
Just My Luck,2006,PG-13,12 May 2006,103 min,"Comedy, Fantasy, Romance",Donald Petrie,"I. Marlene King, Amy Harris, Jonathan Bernstein","Lindsay Lohan, Chris Pine, Samaire Armstrong","Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",English,United States,7 nominations total,https://m.media-amazon.com/images/M/MV5BMTU5MjdlOGItYjAyNy00OTliLTgyNjItY2FjNmIxYTE0YTNjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.5,"63,384",tt0397078,movie,N/A,"$17,326,650",N/A,N/A,True
"Mystery, Alaska",1999,R,01 Oct 1999,119 min,"Comedy, Drama, Sport",Jay Roach,"David E. Kelley, Sean O'Byrne","Russell Crowe, Burt Reynolds, Hank Azaria",The residents of a small town get over-excited when their hockey team gets chosen to host a televised event.,English,"Canada, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BMWE3MGZmNTMtMTdiMC00NzRlLTk4ODAtZmJlZWNjMzY5NWVlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.7,"28,838",tt0134618,movie,N/A,"$8,891,623",N/A,N/A,True
The Spy Next Door,2010,PG,15 Jan 2010,94 min,"Action, Comedy, Family",Brian Levant,"Jonathan Bernstein, James Greer, Gregory Poirier","Jackie Chan, Amber Valletta, Billy Ray Cyrus","Former C.I.A. spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, but things take a turn when a russian terrorist takes aim at the family","English, Chinese, Russian",United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTI5MjEzMjM4N15BMl5BanBnXkFtZTcwODc0ODEwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.5,"48,419",tt1273678,movie,N/A,"$24,307,086",N/A,N/A,True
A Simple Wish,1997,PG,11 Jul 1997,89 min,"Comedy, Family, Fantasy",Michael Ritchie,Jeff Rothberg,"Martin Short, Mara Wilson, Robert Pastorelli",A bumbling fairy godfather tries to grant a girl's wish that her cabby father lands a Broadway role.,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMDM0YWZlZGUtYTQxMS00YTkxLWE2MjgtZjc4OGFkZjdkOGNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,5.3,"5,980",tt0120133,movie,N/A,"$8,345,056",N/A,N/A,True
Ghosts of Mars,2001,R,24 Aug 2001,98 min,"Action, Horror, Sci-Fi",John Carpenter,"Larry Sulkis, John Carpenter","Natasha Henstridge, Ice Cube, Pam Grier","In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNTY5MWQ2YzUtNGM4YS00ZTYxLWJkMGUtMTg2ODlkNDUwMzY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,4.9,"58,945",tt0228333,movie,N/A,"$8,709,640",N/A,N/A,True
Our Brand Is Crisis,2015,R,30 Oct 2015,107 min,"Comedy, Drama",David Gordon Green,"Rachel Boynton, Peter Straughan","Sandra Bullock, Billy Bob Thornton, Anthony Mackie","A battle-hardened American political consultant is sent to help re-elect a controversial president in Bolivia, where she must compete with a long-term rival working for another candidate.","English, Spanish",United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTg5MDUwMDQwM15BMl5BanBnXkFtZTgwNTczMjU3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.1,"23,727",tt1018765,movie,N/A,"$7,002,261",N/A,N/A,True
Pride and Prejudice and Zombies,2016,PG-13,05 Feb 2016,108 min,"Action, Comedy, Fantasy",Burr Steers,"Burr Steers, Jane Austen, Seth Grahame-Smith","Lily James, Sam Riley, Jack Huston",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,"English, Japanese, Chinese","United States, United Kingdom",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MzA3NzYxMl5BMl5BanBnXkFtZTgwMzQ0NDA5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.8,"62,328",tt1374989,movie,N/A,"$10,938,134",N/A,N/A,True
Kundun,1997,PG-13,16 Jan 1998,134 min,"Biography, Drama, History",Martin Scorsese,Melissa Mathison,"Tenzin Thuthob Tsarong, Gyurme Tethong, Tulku Jamyang Kunga Tenzin","From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.","English, Tibetan, Mandarin","Monaco, United States, Morocco",Nominated for 4 Oscars. 7 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BZGFjNDFkMTMtYmM0ZS00NmQwLTkzNjUtZWYwYjA0ZWMxMDI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.0,"31,010",tt0119485,movie,N/A,"$5,684,789",N/A,N/A,True
How to Lose Friends & Alienate People,2008,R,03 Oct 2008,110 min,"Biography, Comedy, Drama",Robert B. Weide,"Peter Straughan, Toby Young","Simon Pegg, Kirsten Dunst, Megan Fox",A British writer struggles to fit in at a high-profile magazine in New York City.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZTIxZGNiNWEtMWQ2Ni00OGVlLWFkOGYtMjQyMmMxNDU2OGFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.4,"71,407",tt0455538,movie,N/A,"$2,778,752",N/A,N/A,True
Kick-Ass 2,2013,R,16 Aug 2013,103 min,"Action, Comedy, Crime",Jeff Wadlow,"Jeff Wadlow, Mark Millar, John Romita Jr.","Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse","Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders, but Red Mist leads his own group of evil super-villains to get revenge, kill Kick-Ass, and destroy everything he stands for.",English,"United Kingdom, Japan, United States",1 win & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.5,"295,140",tt1650554,movie,N/A,"$28,795,985",N/A,N/A,True
Captain Alatriste: The Spanish Musketeer,2006,N/A,01 Sep 2006,145 min,"Adventure, Drama, History",Agustín Díaz Yanes,"Arturo Pérez-Reverte, Agustín Díaz Yanes, Carlota Pérez-Reverte","Viggo Mortensen, Elena Anaya, Unax Ugalde","Viggo Mortensen plays the Spanish soldier-turned-mercenary Captain Alatriste, a heroic figure from the country's 17th century imperial wars.","Spanish, Flemish, Latin, Portuguese, Dutch",Spain,5 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMTM1MTc1MDQ2NV5BMl5BanBnXkFtZTcwMTQ3OTI2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,6.1,"14,164",tt0395119,movie,N/A,N/A,N/A,N/A,True
Brick Mansions,2014,PG-13,25 Apr 2014,90 min,"Action, Crime, Thriller",Camille Delamarre,"Luc Besson, Bibi Naceri, Ryan Amon","Paul Walker, David Belle, RZA",An undercover Detroit cop navigates a dangerous neighborhood that's surrounded by a containment wall with the help of an ex-con in order to bring down a crime lord and his plot to devastate the entire city.,"English, Chinese","France, Canada, United States, Spain",1 nomination total,https://m.media-amazon.com/images/M/MV5BOTI0ODQ2MzY5NF5BMl5BanBnXkFtZTgwNTcxNzQxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.6,"44,793",tt1430612,movie,N/A,"$20,396,829",N/A,N/A,True
Octopussy,1983,PG,10 Jun 1983,131 min,"Action, Adventure, Thriller",John Glen,"George MacDonald Fraser, Richard Maibaum, Michael G. Wilson","Roger Moore, Maud Adams, Louis Jourdan","A fake Fabergé egg recovered from the body of a fellow agent leads James Bond to uncover a jewel smuggling operation led by the mysterious Octopussy, and a plot to blow up a NATO air base.","English, Russian, German, Spanish, Hindi",United Kingdom,2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BOWZkNWVhMDItOTQwYy00ZDgwLTg3MGItMTcyOTk3OWZkMWIwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.5,"116,627",tt0086034,movie,N/A,"$67,893,619",N/A,N/A,True
Knocked Up,2007,R,01 Jun 2007,129 min,"Comedy, Romance",Judd Apatow,Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",English,United States,8 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BYmIyMDA5YzgtZmNhMC00YWNlLTgwYjItOTc0ZGNjNTcwNzAxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,6.9,"392,030",tt0478311,movie,N/A,"$148,768,917",N/A,N/A,True
My Sister's Keeper,2009,PG-13,26 Jun 2009,109 min,"Drama, Family",Nick Cassavetes,"Jeremy Leven, Nick Cassavetes, Jodi Picoult","Cameron Diaz, Abigail Breslin, Alec Baldwin",Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,English,United States,4 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ2NDg4MDU3NF5BMl5BanBnXkFtZTcwMjg5Njc1Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.3,"100,383",tt1078588,movie,N/A,"$49,200,230",N/A,N/A,True
"Welcome Home, Roscoe Jenkins",2008,PG-13,08 Feb 2008,114 min,"Comedy, Romance",Malcolm D. Lee,Malcolm D. Lee,"Martin Lawrence, Louis C.K., James Earl Jones","Dr. R.J. Stevens is a talk-show host who visits his family in the Deep South. While there he reunites with his brother Otis, his sister Betty, his cousin/rival Clyde, and his childhood love interest Lucinda Allen.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjIwODgyMDk5OF5BMl5BanBnXkFtZTYwMzQ5Nzc4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.5,"16,041",tt0494652,movie,N/A,"$42,436,517",N/A,N/A,True
